classification,tweet
"negative","the kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea ."
"negative","nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy ."
"negative","nothing about the film -- with the possible exception of elizabeth hurley's breasts -- is authentic ."
"negative","amid the cliché and foreshadowing , cage manages a degree of casual realism . . . that is routinely dynamited by blethyn ."
"negative","mostly , shafer and co-writer gregory hinton lack a strong-minded viewpoint , or a sense of humor ."
"negative","no cliche escapes the perfervid treatment of gang warfare called ces wild ."
"negative","eddie murphy and owen wilson have a cute partnership in i spy , but the movie around them is so often nearly nothing that their charm doesn't do a load of good ."
"negative","strictly a 'guy's film' in the worst sense of the expression ."
"negative","there's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes ."
"negative","it's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix's ."
"negative","there's something fishy about a seasonal holiday kids' movie . . . that derives its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups ."
"negative","we're left with a story that tries to grab us , only to keep letting go at all the wrong moments ."
"negative","like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories ."
"negative","there is nothing redeeming about this movie ."
"negative","the film has [its] moments , but they are few and far between ."
"negative","a dreary indulgence ."
"negative","i was trying to decide what annoyed me most about god is great . . . i'm not , and then i realized that i just didn't care ."
"negative","derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone ."
"negative","deserves high marks for political courage but barely gets by on its artistic merits ."
"negative",". . . comes alive only when it switches gears to the sentimental ."
"negative","brosnan's finest non-bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes ."
"negative","a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact ."
